Age,dataset
23,BGSP
23,BGSP
21,BGSP
19,BGSP
19,BGSP
19,BGSP
21,BGSP
19,BGSP
23,BGSP
19,BGSP
33,BGSP
19,BGSP
21,BGSP
19,BGSP
21,BGSP
19,BGSP
23,BGSP
19,BGSP
29,BGSP
19,BGSP
23,BGSP
19,BGSP
19,BGSP
21,BGSP
23,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
23,BGSP
19,BGSP
21,BGSP
21,BGSP
21,BGSP
23,BGSP
19,BGSP
21,BGSP
23,BGSP
21,BGSP
19,BGSP
23,BGSP
19,BGSP
23,BGSP
25,BGSP
31,BGSP
21,BGSP
19,BGSP
23,BGSP
19,BGSP
35,BGSP
21,BGSP
19,BGSP
21,BGSP
19,BGSP
21,BGSP
21,BGSP
23,BGSP
19,BGSP
19,BGSP
21,BGSP
21,BGSP
21,BGSP
21,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
19,BGSP
21,BGSP
19,BGSP
19,BGSP
19,BGSP
19,BGSP
23,BGSP
19,BGSP
19,BGSP
21,BGSP
27,BGSP
21,BGSP
19,BGSP
21,BGSP
19,BGSP
23,BGSP
21,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
23,BGSP
19,BGSP
21,BGSP
21,BGSP
23,BGSP
21,BGSP
25,BGSP
23,BGSP
21,BGSP
21,BGSP
19,BGSP
23,BGSP
21,BGSP
23,BGSP
21,BGSP
23,BGSP
25,BGSP
19,BGSP
23,BGSP
23,BGSP
19,BGSP
21,BGSP
25,BGSP
21,BGSP
19,BGSP
25,BGSP
23,BGSP
21,BGSP
21,BGSP
21,BGSP
21,BGSP
25,BGSP
19,BGSP
19,BGSP
23,BGSP
21,BGSP
19,BGSP
21,BGSP
19,BGSP
21,BGSP
21,BGSP
21,BGSP
23,BGSP
21,BGSP
19,BGSP
21,BGSP
25,BGSP
25,BGSP
33,BGSP
29,BGSP
19,BGSP
21,BGSP
19,BGSP
31,BGSP
27,BGSP
19,BGSP
23,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
19,BGSP
21,BGSP
21,BGSP
27,BGSP
21,BGSP
19,BGSP
23,BGSP
19,BGSP
21,BGSP
25,BGSP
21,BGSP
21,BGSP
19,BGSP
21,BGSP
23,BGSP
19,BGSP
27,BGSP
19,BGSP
21,BGSP
21,BGSP
19,BGSP
23,BGSP
23,BGSP
23,BGSP
27,BGSP
21,BGSP
25,BGSP
21,BGSP
19,BGSP
25,BGSP
19,BGSP
27,BGSP
23,BGSP
21,BGSP
35,BGSP
21,BGSP
19,BGSP
19,BGSP
19,BGSP
19,BGSP
23,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
23,BGSP
23,BGSP
19,BGSP
21,BGSP
21,BGSP
19,BGSP
31,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
21,BGSP
33,BGSP
25,BGSP
19,BGSP
21,BGSP
19,BGSP
25,BGSP
23,BGSP
19,BGSP
19,BGSP
21,BGSP
19,BGSP
25,BGSP
23,BGSP
21,BGSP
19,BGSP
19,BGSP
19,BGSP
19,BGSP
25,BGSP
21,BGSP
21,BGSP
21,BGSP
27,BGSP
19,BGSP
21,BGSP
19,BGSP
31,BGSP
21,BGSP
19,BGSP
29,BGSP
19,BGSP
19,BGSP
23,BGSP
29,BGSP
21,BGSP
25,BGSP
21,BGSP
21,BGSP
19,BGSP
23,BGSP
19,BGSP
25,BGSP
19,BGSP
21,BGSP
19,BGSP
23,BGSP
21,BGSP
21,BGSP
21,BGSP
23,BGSP
25,BGSP
25,BGSP
19,BGSP
23,BGSP
23,BGSP
19,BGSP
19,BGSP
25,BGSP
19,BGSP
21,BGSP
23,BGSP
23,BGSP
19,BGSP
23,BGSP
19,BGSP
21,BGSP
19,BGSP
25,BGSP
23,BGSP
21,BGSP
19,BGSP
19,BGSP
25,BGSP
19,BGSP
21,BGSP
19,BGSP
19,BGSP
23,BGSP
23,BGSP
21,BGSP
21,BGSP
23,BGSP
19,BGSP
21,BGSP
19,BGSP
25,BGSP
27,BGSP
33,BGSP
21,BGSP
21,BGSP
19,BGSP
21,BGSP
23,BGSP
19,BGSP
19,BGSP
25,BGSP
23,BGSP
19,BGSP
19,BGSP
23,BGSP
21,BGSP
21,BGSP
23,BGSP
21,BGSP
19,BGSP
19,BGSP
19,BGSP
21,BGSP
19,BGSP
19,BGSP
19,BGSP
25,BGSP
25,BGSP
21,BGSP
19,BGSP
23,BGSP
29,BGSP
21,BGSP
25,BGSP
19,BGSP
19,BGSP
19,BGSP
19,BGSP
27,BGSP
21,BGSP
19,BGSP
21,BGSP
19,BGSP
19,BGSP
25,BGSP
23,BGSP
21,BGSP
23,BGSP
19,BGSP
19,BGSP
19,BGSP
21,BGSP
29,BGSP
23,BGSP
21,BGSP
21,BGSP
19,BGSP
23,BGSP
21,BGSP
21,BGSP
21,BGSP
19,BGSP
25,BGSP
21,BGSP
23,BGSP
21,BGSP
23,BGSP
19,BGSP
21,BGSP
23,BGSP
21,BGSP
23,BGSP
25,BGSP
21,BGSP
21,BGSP
27,BGSP
23,BGSP
21,BGSP
23,BGSP
19,BGSP
19,BGSP
19,BGSP
19,BGSP
27,BGSP
19,BGSP
29,BGSP
21,BGSP
23,BGSP
19,BGSP
27,BGSP
21,BGSP
29,BGSP
19,BGSP
21,BGSP
19,BGSP
23,BGSP
19,BGSP
19,BGSP
25,BGSP
23,BGSP
19,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
25,BGSP
25,BGSP
27,BGSP
21,BGSP
25,BGSP
21,BGSP
19,BGSP
23,BGSP
21,BGSP
19,BGSP
27,BGSP
19,BGSP
19,BGSP
19,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
23,BGSP
19,BGSP
21,BGSP
25,BGSP
23,BGSP
19,BGSP
27,BGSP
21,BGSP
23,BGSP
25,BGSP
21,BGSP
19,BGSP
21,BGSP
22,BNU_CBIRD
24,BNU_CBIRD
27,BNU_CBIRD
22,BNU_CBIRD
23,BNU_CBIRD
22,BNU_CBIRD
22,BNU_CBIRD
26,BNU_CBIRD
24,BNU_CBIRD
30,BNU_CBIRD
25,BNU_CBIRD
20,BNU_CBIRD
23,BNU_CBIRD
23,BNU_CBIRD
21,BNU_CBIRD
22,BNU_CBIRD
21,BNU_CBIRD
24,BNU_CBIRD
22,BNU_CBIRD
24,BNU_CBIRD
27,BNU_CBIRD
25,BNU_CBIRD
26,BNU_CBIRD
21,BNU_CBIRD
19,BNU_CBIRD
23,BNU_CBIRD
26,BNU_CBIRD
21,BNU_CBIRD
24,BNU_CBIRD
21,BNU_CBIRD
22,BNU_CBIRD
21,BNU_CBIRD
20,BNU_CBIRD
22,BNU_CBIRD
22,BNU_CBIRD
22,BNU_CBIRD
19,BNU_CBIRD
27,BNU_CBIRD
24,BNU_CBIRD
24,BNU_CBIRD
23,BNU_CBIRD
25,BNU_CBIRD
23,BNU_CBIRD
19,BNU_CBIRD
21,BNU_CBIRD
21,BNU_CBIRD
27,BNU_CBIRD
22,BNU_CBIRD
23,BNU_CBIRD
22,BNU_CBIRD
23,BNU_CBIRD
25,BNU_CBIRD
21,BNU_CBIRD
22,BNU_CBIRD
24,BNU_CBIRD
21,BNU_CBIRD
19,BNU_CBIRD
22,BNU_CBIRD
23,BNU_CBIRD
22,BNU_CBIRD
23,BNU_CBIRD
21,BNU_CBIRD
21,BNU_CBIRD
23,BNU_CBIRD
25,BNU_CBIRD
22,BNU_CBIRD
26,BNU_CBIRD
20,BNU_CBIRD
25,BNU_CBIRD
23,BNU_CBIRD
22,BNU_CBIRD
19,BNU_CBIRD
21,BNU_CBIRD
24,BNU_CBIRD
19,BNU_CBIRD
22,BNU_CBIRD
20,BNU_CBIRD
21,BNU_CBIRD
24,BNU_CBIRD
23,BNU_CBIRD
22,BNU_CBIRD
24,BNU_CBIRD
21,BNU_CBIRD
25,BNU_CBIRD
20,BNU_CBIRD
24,BNU_CBIRD
23,BNU_CBIRD
22,BNU_CBIRD
23,BNU_CBIRD
21,BNU_CBIRD
21,BNU_CBIRD
23,BNU_CBIRD
22,BNU_CBIRD
28,BNU_CBIRD
24,BNU_CBIRD
26,BNU_CBIRD
22,BNU_CBIRD
21,BNU_CBIRD
22,BNU_CBIRD
24,BNU_CBIRD
21,BNU_CBIRD
29,BNU_CBIRD
22,BNU_CBIRD
22,BNU_CBIRD
23,BNU_CBIRD
20,BNU_CBIRD
20,BNU_CBIRD
25,BNU_CBIRD
23,BNU_CBIRD
21,BNU_CBIRD
22,BNU_CBIRD
22,BNU_CBIRD
26,BNU_CBIRD
23,BNU_CBIRD
22,BNU_CBIRD
20,BNU_CBIRD
20,BNU_CBIRD
23,BNU_CBIRD
24,BNU_CBIRD
20,BNU_CBIRD
23,BNU_CBIRD
19,BNU_CBIRD
21,BNU_CBIRD
24,BNU_CBIRD
20,BNU_CBIRD
21,BNU_CBIRD
22,BNU_CBIRD
30,BNU_CBIRD
21,BNU_CBIRD
20,BNU_CBIRD
21,BNU_CBIRD
22,BNU_CBIRD
27,BNU_CBIRD
22,BNU_CBIRD
21,BNU_CBIRD
24,BNU_CBIRD
24,CamCAN
18,CamCAN
24,CamCAN
28,CamCAN
28,CamCAN
23,CamCAN
22,CamCAN
18,CamCAN
25,CamCAN
28,CamCAN
25,CamCAN
20,CamCAN
29,CamCAN
26,CamCAN
28,CamCAN
19,CamCAN
25,CamCAN
25,CamCAN
19,CamCAN
28,CamCAN
26,CamCAN
24,CamCAN
27,CamCAN
24,CamCAN
28,CamCAN
23,CamCAN
22,CamCAN
28,CamCAN
27,CamCAN
21,CamCAN
18,CamCAN
18,CamCAN
18,CamCAN
25,CamCAN
28,CamCAN
19,CamCAN
26,CamCAN
23,CamCAN
24,CamCAN
23,CamCAN
20,CamCAN
28,CamCAN
18,CamCAN
26,CamCAN
28,CamCAN
24,CamCAN
26,CamCAN
25,CamCAN
27,CamCAN
26,CamCAN
26,CamCAN
26,CamCAN
20,CamCAN
25,CamCAN
27,CamCAN
27,CamCAN
24,CamCAN
31,CamCAN
36,CamCAN
35,CamCAN
30,CamCAN
31,CamCAN
31,CamCAN
32,CamCAN
34,CamCAN
34,CamCAN
29,CamCAN
34,CamCAN
37,CamCAN
29,CamCAN
32,CamCAN
34,CamCAN
29,CamCAN
30,CamCAN
37,CamCAN
34,CamCAN
36,CamCAN
35,CamCAN
34,CamCAN
33,CamCAN
29,CamCAN
33,CamCAN
35,CamCAN
30,CamCAN
29,CamCAN
32,CamCAN
37,CamCAN
32,CamCAN
35,CamCAN
33,CamCAN
35,CamCAN
35,CamCAN
34,CamCAN
37,CamCAN
37,CamCAN
37,CamCAN
38,CamCAN
28,CamCAN
29,CamCAN
31,CamCAN
29,CamCAN
37,CamCAN
32,CamCAN
36,CamCAN
34,CamCAN
37,CamCAN
29,CamCAN
36,CamCAN
34,CamCAN
32,CamCAN
33,CamCAN
30,CamCAN
36,CamCAN
35,CamCAN
32,CamCAN
32,CamCAN
32,CamCAN
33,CamCAN
37,CamCAN
32,CamCAN
37,CamCAN
34,CamCAN
37,CamCAN
34,CamCAN
32,CamCAN
35,CamCAN
37,CamCAN
35,CamCAN
38,CamCAN
29,CamCAN
30,CamCAN
31,CamCAN
32,CamCAN
38,CamCAN
36,CamCAN
36,CamCAN
45,CamCAN
42,CamCAN
47,CamCAN
40,CamCAN
42,CamCAN
41,CamCAN
47,CamCAN
47,CamCAN
43,CamCAN
48,CamCAN
41,CamCAN
41,CamCAN
43,CamCAN
46,CamCAN
39,CamCAN
41,CamCAN
40,CamCAN
46,CamCAN
45,CamCAN
46,CamCAN
48,CamCAN
46,CamCAN
40,CamCAN
48,CamCAN
47,CamCAN
39,CamCAN
48,CamCAN
45,CamCAN
47,CamCAN
47,CamCAN
38,CamCAN
42,CamCAN
40,CamCAN
40,CamCAN
44,CamCAN
40,CamCAN
48,CamCAN
39,CamCAN
48,CamCAN
42,CamCAN
42,CamCAN
40,CamCAN
48,CamCAN
44,CamCAN
39,CamCAN
45,CamCAN
46,CamCAN
42,CamCAN
43,CamCAN
41,CamCAN
40,CamCAN
41,CamCAN
45,CamCAN
47,CamCAN
43,CamCAN
47,CamCAN
47,CamCAN
47,CamCAN
47,CamCAN
40,CamCAN
40,CamCAN
40,CamCAN
41,CamCAN
43,CamCAN
40,CamCAN
39,CamCAN
40,CamCAN
44,CamCAN
46,CamCAN
42,CamCAN
48,CamCAN
45,CamCAN
39,CamCAN
39,CamCAN
44,CamCAN
44,CamCAN
44,CamCAN
43,CamCAN
44,CamCAN
49,CamCAN
42,CamCAN
47,CamCAN
51,CamCAN
57,CamCAN
57,CamCAN
49,CamCAN
55,CamCAN
52,CamCAN
49,CamCAN
55,CamCAN
55,CamCAN
53,CamCAN
52,CamCAN
56,CamCAN
53,CamCAN
58,CamCAN
58,CamCAN
51,CamCAN
54,CamCAN
57,CamCAN
56,CamCAN
54,CamCAN
49,CamCAN
51,CamCAN
52,CamCAN
48,CamCAN
56,CamCAN
53,CamCAN
56,CamCAN
58,CamCAN
52,CamCAN
51,CamCAN
49,CamCAN
52,CamCAN
55,CamCAN
58,CamCAN
53,CamCAN
50,CamCAN
50,CamCAN
53,CamCAN
55,CamCAN
51,CamCAN
50,CamCAN
52,CamCAN
57,CamCAN
48,CamCAN
51,CamCAN
53,CamCAN
52,CamCAN
51,CamCAN
55,CamCAN
55,CamCAN
50,CamCAN
49,CamCAN
52,CamCAN
50,CamCAN
49,CamCAN
58,CamCAN
59,CamCAN
62,CamCAN
58,CamCAN
64,CamCAN
60,CamCAN
60,CamCAN
62,CamCAN
60,CamCAN
60,CamCAN
63,CamCAN
62,CamCAN
64,CamCAN
61,CamCAN
65,CamCAN
65,CamCAN
63,CamCAN
66,CamCAN
60,CamCAN
59,CamCAN
61,CamCAN
64,CamCAN
61,CamCAN
63,CamCAN
67,CamCAN
66,CamCAN
65,CamCAN
67,CamCAN
66,CamCAN
63,CamCAN
63,CamCAN
65,CamCAN
59,CamCAN
66,CamCAN
66,CamCAN
66,CamCAN
59,CamCAN
64,CamCAN
64,CamCAN
67,CamCAN
63,CamCAN
63,CamCAN
68,CamCAN
69,CamCAN
68,CamCAN
76,CamCAN
71,CamCAN
72,CamCAN
75,CamCAN
73,CamCAN
73,CamCAN
72,CamCAN
68,CamCAN
75,CamCAN
74,CamCAN
78,CamCAN
76,CamCAN
69,CamCAN
74,CamCAN
70,CamCAN
75,CamCAN
72,CamCAN
79,CamCAN
79,CamCAN
13.392,CBDP
11.468,CBDP
11.904,CBDP
11.195,CBDP
13.381,CBDP
13.638,CBDP
12.055,CBDP
13.542,CBDP
12.373,CBDP
11.216,CBDP
12.597,CBDP
12.184,CBDP
8.373,CBDP
8.173,CBDP
11.942,CBDP
13.986,CBDP
11.564,CBDP
8.104,CBDP
8.882,CBDP
11.433,CBDP
11.458,CBDP
8.986,CBDP
11.148,CBDP
8.756,CBDP
11.422,CBDP
11.101,CBDP
9.493,CBDP
12.112,CBDP
10.921,CBDP
10.918,CBDP
8.901,CBDP
8.485,CBDP
9.499,CBDP
11.038,CBDP
9.068,CBDP
11.436,CBDP
11.6,CBDP
11.11,CBDP
10.014,CBDP
7.06,CBDP
8.26,CBDP
8.803,CBDP
9.655,CBDP
8.038,CBDP
9.586,CBDP
10.556,CBDP
9.532,CBDP
11.912,CBDP
8.507,CBDP
12.011,CBDP
11.507,CBDP
8.318,CBDP
8.452,CBDP
7.318,CBDP
8.241,CBDP
11.479,CBDP
13.052,CBDP
12.433,CBDP
13.748,CBDP
13.038,CBDP
12.384,CBDP
8.523,CBDP
10.189,CBDP
8.132,CBDP
10.118,CBDP
10.471,CBDP
12.427,CBDP
8.167,CBDP
10.742,CBDP
8.534,CBDP
10.526,CBDP
8.449,CBDP
11.523,CBDP
9.233,CBDP
8.945,CBDP
8.29,CBDP
8.773,CBDP
12.512,CBDP
10.795,CBDP
8.249,CBDP
12.441,CBDP
8.134,CBDP
7.942,CBDP
7.104,CBDP
7.737,CBDP
10.271,CBDP
8.751,CBDP
7.655,CBDP
10.696,CBDP
8.384,CBDP
11.781,CBDP
8.356,CBDP
7.819,CBDP
8.723,CBDP
9.099,CBDP
9.515,CBDP
7.252,CBDP
9.082,CBDP
9.175,CBDP
8.734,CBDP
9.074,CBDP
12.997,CBDP
7.216,CBDP
10.781,CBDP
7.734,CBDP
8.452,CBDP
9.715,CBDP
7.841,CBDP
7.945,CBDP
12.553,CBDP
8.685,CBDP
9.444,CBDP
10.501,CBDP
9.068,CBDP
13.463,CBDP
8.46,CBDP
13.008,CBDP
8.433,CBDP
9.896,CBDP
11.477,CBDP
11.436,CBDP
8.964,CBDP
8.89,CBDP
10.78,CBDP
10.373,CBDP
9.329,CBDP
8.499,CBDP
8.252,CBDP
9.186,CBDP
8.792,CBDP
10.868,CBDP
8.019,CBDP
8.811,CBDP
7.466,CBDP
10.858,CBDP
7.951,CBDP
11.167,CBDP
7.926,CBDP
8.493,CBDP
7.353,CBDP
8.219,CBDP
7.548,CBDP
7.942,CBDP
6.463,CBDP
12.901,CBDP
9.704,CBDP
10.156,CBDP
8.496,CBDP
11.23,CBDP
10.753,CBDP
9.64,CBDP
9.638,CBDP
11.085,CBDP
8.647,CBDP
8.518,CBDP
10.767,CBDP
7.134,CBDP
9.036,CBDP
7.71,CBDP
9.299,CBDP
8.732,CBDP
7.326,CBDP
8.723,CBDP
10.008,CBDP
9.29,CBDP
9.452,CBDP
9.364,CBDP
9.548,CBDP
9.515,CBDP
9.375,CBDP
9.189,CBDP
8.17,CBDP
6.373,CBDP
10.107,CBDP
9.088,CBDP
9.337,CBDP
6.942,CBDP
10.874,CBDP
8.644,CBDP
9.427,CBDP
8.964,CBDP
9.699,CBDP
8.605,CBDP
7.488,CBDP
10.332,CBDP
7.068,CBDP
9.578,CBDP
8.51,CBDP
7.268,CBDP
8.088,CBDP
9.474,CBDP
9.46,CBDP
8.208,CBDP
8.616,CBDP
8.959,CBDP
7.074,CBDP
6.726,CBDP
10.896,CBDP
8.419,CBDP
10.956,CBDP
10.625,CBDP
9.422,CBDP
7.619,CBDP
10.668,CBDP
10.668,CBDP
11.132,CBDP
6.778,CBDP
8.833,CBDP
8.318,CBDP
11.605,CBDP
9.389,CBDP
8.167,CBDP
9.178,CBDP
8.386,CBDP
9.471,CBDP
7.995,CBDP
8.159,CBDP
6.414,CBDP
13.353,CBDP
9.156,CBDP
7.164,CBDP
11.677,CBDP
9.041,CBDP
6.211,CBDP
7.288,CBDP
9.411,CBDP
6.51,CBDP
6.515,CBDP
14.66,CBDP
15.814,CBDP
9.784,CBDP
7.068,CBDP
12.274,CBDP
9.468,CBDP
7.967,CBDP
12.97,CBDP
9.079,CBDP
8.381,CBDP
10.17,CBDP
9.69,CBDP
9.392,CBDP
6.181,CBDP
8.452,CBDP
7.156,CBDP
6.079,CBDP
10.666,CBDP
9.342,CBDP
6.929,CBDP
7.6,CBDP
9.373,CBDP
8.814,CBDP
8.436,CBDP
8.984,CBDP
10.847,CBDP
10.132,CBDP
10.332,CBDP
9.849,CBDP
9.337,CBDP
8.411,CBDP
10.362,CBDP
6.745,CBDP
9.912,CBDP
10.493,CBDP
8.244,CBDP
10.762,CBDP
10.186,CBDP
11.142,CBDP
6.334,CBDP
9.351,CBDP
6.879,CBDP
8.704,CBDP
10.268,CBDP
8.784,CBDP
9.625,CBDP
12,CBDP
10.57,CBDP
9.271,CBDP
9.526,CBDP
11.008,CBDP
11.71,CBDP
6.926,CBDP
12.008,CBDP
11.723,CBDP
10.39,CBDP
10.386,CBDP
11.534,CBDP
10.668,CBDP
7.932,CBDP
12.299,CBDP
11.696,CBDP
8.386,CBDP
8.468,CBDP
7.356,CBDP
11.929,CBDP
9.036,CBDP
10.995,CBDP
10.499,CBDP
11.512,CBDP
9.285,CBDP
9.532,CBDP
9.773,CBDP
8.992,CBDP
9.595,CBDP
7.362,CBDP
9.915,CBDP
22,CBDP
19.65,CBDP
23.55,CBDP
19.95,CBDP
21.68,CBDP
23.13,CBDP
23.02,CBDP
25.67,CBDP
20.14,CBDP
28.85,CBDP
22.65,CBDP
22.05,CBDP
28.07,CBDP
19.4,CBDP
24.44,CBDP
22.91,CBDP
20.36,CBDP
21.6,CBDP
24.5,CBDP
24.75,CBDP
25.33,CBDP
24.01,CBDP
22.29,CBDP
23.79,CBDP
22.87,CBDP
23.41,CBDP
27.24,CBDP
25.27,CBDP
24.16,CBDP
21.67,CBDP
22.92,CBDP
19.81,CBDP
21.38,CBDP
20.15,CBDP
19.51,CBDP
19.06,CBDP
18.1,CBDP
20.33,CBDP
19.73,CBDP
19.05,CBDP
24.7,CBDP
25.07,CBDP
20.46,CBDP
18.84,CBDP
23.81,CBDP
25.32,CBDP
21.82,CBDP
23.59,CBDP
19.53,CBDP
20.17,CBDP
24.61,CBDP
23.81,CBDP
23.14,CBDP
19.57,CBDP
21.04,CBDP
20.06,CBDP
22.53,CBDP
23.02,CBDP
27.41,CBDP
0.012,dHCP
0.006,dHCP
-0.089,dHCP
0.015,dHCP
0.003,dHCP
0.015,dHCP
-0.009,dHCP
0.009,dHCP
0,dHCP
0.021,dHCP
-0.003,dHCP
-0.027,dHCP
0.015,dHCP
0.033,dHCP
-0.012,dHCP
-0.006,dHCP
0.048,dHCP
0.018,dHCP
0.018,dHCP
-0.08,dHCP
-0.069,dHCP
0.018,dHCP
0.027,dHCP
-0.039,dHCP
-0.039,dHCP
-0.003,dHCP
0.054,dHCP
0.006,dHCP
-0.048,dHCP
0,dHCP
0.018,dHCP
-0.018,dHCP
0.036,dHCP
0.009,dHCP
0.027,dHCP
0.069,dHCP
0.018,dHCP
0.036,dHCP
-0.012,dHCP
0.006,dHCP
0.045,dHCP
0.018,dHCP
0.077,dHCP
0.003,dHCP
-0.036,dHCP
-0.116,dHCP
-0.036,dHCP
0.039,dHCP
-0.065,dHCP
-0.018,dHCP
-0.062,dHCP
0.092,dHCP
-0.14,dHCP
0.101,dHCP
0.033,dHCP
-0.036,dHCP
-0.036,dHCP
-0.027,dHCP
0.015,dHCP
-0.101,dHCP
0.027,dHCP
0.021,dHCP
-0.048,dHCP
0.033,dHCP
-0.125,dHCP
0.033,dHCP
-0.012,dHCP
0.006,dHCP
-0.012,dHCP
-0.069,dHCP
0.018,dHCP
-0.024,dHCP
0.024,dHCP
0.071,dHCP
0.08,dHCP
-0.033,dHCP
0.009,dHCP
-0.045,dHCP
-0.042,dHCP
0.03,dHCP
0.074,dHCP
-0.107,dHCP
0.021,dHCP
0.012,dHCP
0.048,dHCP
0.018,dHCP
0.098,dHCP
0.015,dHCP
0.036,dHCP
0.006,dHCP
0.009,dHCP
0.042,dHCP
0.089,dHCP
0.048,dHCP
0.018,dHCP
0.086,dHCP
-0.015,dHCP
0.018,dHCP
-0.024,dHCP
-0.006,dHCP
0.018,dHCP
-0.018,dHCP
0.06,dHCP
-0.065,dHCP
-0.065,dHCP
0.027,dHCP
-0.107,dHCP
0.009,dHCP
0.027,dHCP
0.086,dHCP
0.069,dHCP
-0.06,dHCP
-0.069,dHCP
-0.069,dHCP
-0.104,dHCP
-0.101,dHCP
0.003,dHCP
0.015,dHCP
0.074,dHCP
0.065,dHCP
-0.036,dHCP
0.06,dHCP
-0.006,dHCP
0.009,dHCP
0.086,dHCP
-0.015,dHCP
0.018,dHCP
0.027,dHCP
0.054,dHCP
-0.065,dHCP
0.027,dHCP
-0.161,dHCP
-0.012,dHCP
-0.125,dHCP
-0.125,dHCP
0.071,dHCP
0.042,dHCP
-0.021,dHCP
0.021,dHCP
-0.152,dHCP
0.018,dHCP
0.071,dHCP
0.024,dHCP
-0.152,dHCP
0.006,dHCP
-0.054,dHCP
0.074,dHCP
-0.018,dHCP
-0.012,dHCP
0.092,dHCP
0.036,dHCP
0.006,dHCP
-0.012,dHCP
0.033,dHCP
0.065,dHCP
0.101,dHCP
-0.015,dHCP
-0.048,dHCP
-0.048,dHCP
0.042,dHCP
-0.012,dHCP
0.03,dHCP
0.036,dHCP
0.051,dHCP
-0.113,dHCP
0.08,dHCP
0.051,dHCP
-0.024,dHCP
0.009,dHCP
0.036,dHCP
-0.092,dHCP
0.006,dHCP
-0.018,dHCP
-0.003,dHCP
0.024,dHCP
0.018,dHCP
0.054,dHCP
0.012,dHCP
0.015,dHCP
-0.009,dHCP
0.03,dHCP
0.036,dHCP
0.062,dHCP
0.036,dHCP
-0.089,dHCP
0.03,dHCP
-0.033,dHCP
0.006,dHCP
0.009,dHCP
-0.039,dHCP
-0.074,dHCP
0.042,dHCP
0.021,dHCP
0.021,dHCP
0.024,dHCP
-0.042,dHCP
-0.015,dHCP
-0.021,dHCP
-0.039,dHCP
-0.039,dHCP
0.027,dHCP
0.018,dHCP
0.048,dHCP
0.083,dHCP
0.08,dHCP
0.051,dHCP
0.071,dHCP
0.03,dHCP
0.024,dHCP
0.033,dHCP
0.009,dHCP
0.054,dHCP
-0.03,dHCP
0.036,dHCP
-0.006,dHCP
0.045,dHCP
0.018,dHCP
-0.006,dHCP
0.042,dHCP
0.03,dHCP
0.027,dHCP
0.08,dHCP
-0.054,dHCP
-0.045,dHCP
-0.045,dHCP
0.021,dHCP
0.039,dHCP
0.03,dHCP
0.042,dHCP
0.03,dHCP
-0.018,dHCP
0.006,dHCP
0.089,dHCP
-0.003,dHCP
-0.012,dHCP
0.083,dHCP
0.033,dHCP
0.021,dHCP
0.027,dHCP
0.015,dHCP
-0.071,dHCP
-0.071,dHCP
0.027,dHCP
0.048,dHCP
0.009,dHCP
0.062,dHCP
0,dHCP
0.012,dHCP
0.018,dHCP
0.003,dHCP
0.042,dHCP
-0.018,dHCP
0.003,dHCP
0.012,dHCP
-0.036,dHCP
0.077,dHCP
-0.14,dHCP
-0.14,dHCP
0.03,dHCP
-0.018,dHCP
0.056,dHCP
0.056,dHCP
0.056,dHCP
0.039,dHCP
0.015,dHCP
0.045,dHCP
0,dHCP
-0.018,dHCP
-0.098,dHCP
0.039,dHCP
0.06,dHCP
0.074,dHCP
-0.086,dHCP
0.089,dHCP
0.045,dHCP
-0.155,dHCP
-0.003,dHCP
0.042,dHCP
0.042,dHCP
0.006,dHCP
0.039,dHCP
0.074,dHCP
-0.006,dHCP
0.012,dHCP
0,dHCP
0.033,dHCP
-0.018,dHCP
0.051,dHCP
-0.009,dHCP
-0.122,dHCP
0.003,dHCP
0.08,dHCP
-0.164,dHCP
0.033,dHCP
-0.122,dHCP
0,dHCP
-0.098,dHCP
0.033,dHCP
-0.039,dHCP
-0.08,dHCP
-0.015,dHCP
0.069,dHCP
0.018,dHCP
-0.006,dHCP
-0.009,dHCP
0.062,dHCP
-0.024,dHCP
0.006,dHCP
-0.071,dHCP
0.018,dHCP
0.036,dHCP
0.036,dHCP
0.069,dHCP
-0.137,dHCP
0.009,dHCP
0.051,dHCP
0.039,dHCP
-0.092,dHCP
0.033,dHCP
0.012,dHCP
0.086,dHCP
0.039,dHCP
0.06,dHCP
-0.012,dHCP
0.074,dHCP
-0.036,dHCP
-0.149,dHCP
-0.089,dHCP
-0.089,dHCP
0.045,dHCP
0.062,dHCP
-0.107,dHCP
-0.006,dHCP
0.042,dHCP
-0.116,dHCP
0.042,dHCP
0.062,dHCP
-0.095,dHCP
0.042,dHCP
0.083,dHCP
0.089,dHCP
0.015,dHCP
0.054,dHCP
0.054,dHCP
0.012,dHCP
-0.14,dHCP
0.033,dHCP
-0.143,dHCP
-0.009,dHCP
0.098,dHCP
0.015,dHCP
-0.092,dHCP
-0.092,dHCP
0.069,dHCP
0.065,dHCP
0.018,dHCP
0.056,dHCP
0.071,dHCP
-0.027,dHCP
0.074,dHCP
0.077,dHCP
