Age,dataset
19.13,ABIDE1_NYU
19.73,ABIDE1_NYU
24.83,ABIDE1_TRI
12.04,ABIDE1_TRI
16.83,ABIDE1_TRI
13.75,ABIDE1_TRI
13.25,ABIDE1_TRI
12.66,ABIDE1_TRI
19.5,ABIDE1_TRI
15.75,ABIDE1_TRI
15.91,ABIDE1_TRI
14.91,ABIDE1_TRI
20.02,ABIDE1_NYU
20.04,ABIDE1_NYU
20.3,ABIDE1_NYU
20.56,ABIDE1_NYU
22.77,ABIDE1_NYU
23.08,ABIDE1_NYU
23.35,ABIDE1_NYU
26.17,ABIDE1_NYU
30.08,ABIDE1_NYU
30.78,ABIDE1_NYU
21.15,ABIDE1_NYU
12.81,ABIDE1_NYU
7.75,ABIDE1_SU
10.693,ABIDE1_SU
8.266,ABIDE1_SU
9.107,ABIDE1_SU
8.246,ABIDE1_SU
8.32,ABIDE1_SU
8.331,ABIDE1_SU
8.975,ABIDE1_SU
9.208,ABIDE1_SU
10.222,ABIDE1_SU
9.52,ABIDE1_SU
12.348,ABIDE1_SU
11.882,ABIDE1_SU
12.43,ABIDE1_SU
12.255,ABIDE1_SU
14.88,ABIDE1_UCLA1
12.36,ABIDE1_UCLA1
10.99,ABIDE1_UCLA1
11.8,ABIDE1_UCLA1
14.44,ABIDE1_UCLA1
14.8,ABIDE1_UCLA1
15.04,ABIDE1_UCLA1
13.38,ABIDE1_UCLA1
13.66,ABIDE1_UCLA1
17.79,ABIDE1_UCLA1
11.56,ABIDE1_UCLA1
13.46,ABIDE1_UCLA1
15.92,ABIDE1_UCLA1
14.03,ABIDE1_UCLA1
11.25,ABIDE1_UCLA1
17.78,ABIDE1_UCLA1
14.29,ABIDE1_UCLA1
12.09,ABIDE1_UCLA1
13.41,ABIDE1_UCLA1
12.68,ABIDE1_UCLA1
15.74,ABIDE1_UCLA1
13.85,ABIDE1_UCLA1
12.01,ABIDE1_UCLA1
13.82,ABIDE1_UCLA1
9.5,ABIDE1_UCLA1
11.83,ABIDE1_UCLA1
12.73,ABIDE1_UCLA1
13,ABIDE1_UCLA2
12.64,ABIDE1_UCLA2
11.66,ABIDE1_UCLA2
12.15,ABIDE1_UCLA2
9.79,ABIDE1_UCLA2
11.9,ABIDE1_UCLA2
11.95,ABIDE1_UCLA2
13.36,ABIDE1_UCLA2
13.12,ABIDE1_UCLA2
13.63,ABIDE1_UCLA2
12.66,ABIDE1_UCLA2
26,ABIDE1_SBL
27,ABIDE1_SBL
27,ABIDE1_SBL
27,ABIDE1_SBL
36,ABIDE1_SBL
37,ABIDE1_SBL
38,ABIDE1_SBL
39,ABIDE1_SBL
39,ABIDE1_SBL
41,ABIDE1_SBL
34,ABIDE1_SBL
37,ABIDE1_SBL
36,ABIDE1_SBL
42,ABIDE1_SBL
9.9,ABIDE2_SDSU
11,ABIDE2_SDSU
11,ABIDE2_SDSU
15.3,ABIDE2_SDSU
11.3,ABIDE2_SDSU
11.3,ABIDE2_SDSU
17.6,ABIDE2_SDSU
10.9,ABIDE2_SDSU
12.3,ABIDE2_SDSU
16.2,ABIDE2_SDSU
17.6,ABIDE2_SDSU
15,ABIDE2_SDSU
14.4,ABIDE2_SDSU
17.6,ABIDE2_SDSU
13,ABIDE2_SDSU
13,ABIDE2_SDSU
17.1,ABIDE2_SDSU
16.2,ABIDE2_SDSU
11,ABIDE2_OHSU
10,ABIDE2_OHSU
11,ABIDE2_OHSU
9,ABIDE2_OHSU
10,ABIDE2_OHSU
10,ABIDE2_OHSU
13,ABIDE2_OHSU
10,ABIDE2_OHSU
13,ABIDE2_OHSU
10,ABIDE2_OHSU
9,ABIDE2_OHSU
11,ABIDE2_OHSU
9,ABIDE2_OHSU
9,ABIDE2_OHSU
8,ABIDE2_OHSU
9,ABIDE2_OHSU
9,ABIDE2_OHSU
12,ABIDE2_OHSU
10,ABIDE2_OHSU
11,ABIDE2_OHSU
9,ABIDE2_OHSU
8,ABIDE2_OHSU
9,ABIDE2_OHSU
8,ABIDE2_OHSU
11,ABIDE2_OHSU
8,ABIDE2_OHSU
9,ABIDE2_OHSU
12,ABIDE2_OHSU
12,ABIDE2_OHSU
8,ABIDE2_OHSU
12,ABIDE2_OHSU
10,ABIDE2_OHSU
11,ABIDE2_OHSU
11,ABIDE2_OHSU
10,ABIDE2_OHSU
10,ABIDE2_OHSU
9,ABIDE2_OHSU
14,ABIDE2_OHSU
12,ABIDE2_OHSU
13,ABIDE2_OHSU
48,ABIDE2_BNI
64,ABIDE2_BNI
41,ABIDE2_BNI
51,ABIDE2_BNI
62,ABIDE2_BNI
43,ABIDE2_BNI
40,ABIDE2_BNI
46,ABIDE2_BNI
60,ABIDE2_BNI
20,ABIDE2_BNI
54,ABIDE2_BNI
21,ABIDE2_BNI
22,ABIDE2_BNI
21,ABIDE2_BNI
49,ABIDE2_BNI
19,ABIDE2_BNI
55,ABIDE2_BNI
25,ABIDE2_BNI
47,ABIDE2_BNI
18,ABIDE2_BNI
19,ABIDE2_BNI
43,ABIDE2_BNI
18,ABIDE2_BNI
18,ABIDE2_ETH
13.833,ABIDE2_ETH
16.5,ABIDE2_ETH
21.25,ABIDE2_ETH
21.667,ABIDE2_ETH
24.083,ABIDE2_ETH
23.167,ABIDE2_ETH
23.917,ABIDE2_ETH
25.083,ABIDE2_ETH
19.583,ABIDE2_ETH
22.25,ABIDE2_ETH
30.667,ABIDE2_ETH
28.083,ABIDE2_ETH
25.667,ABIDE2_ETH
27.75,ABIDE2_ETH
29.5,ABIDE2_ETH
27.833,ABIDE2_ETH
29,ABIDE2_ETH
29.417,ABIDE2_ETH
26.417,ABIDE2_ETH
27.417,ABIDE2_ETH
20.167,ABIDE2_ETH
19.25,ABIDE2_ETH
19.25,ABIDE2_TRI
12,ABIDE2_TRI
12.5,ABIDE2_TRI
15.25,ABIDE2_TRI
15.5,ABIDE2_TRI
14.25,ABIDE2_TRI
13.5,ABIDE2_TRI
15,ABIDE2_TRI
13,ABIDE2_TRI
19.75,ABIDE2_TRI
20,ABIDE2_TRI
17.5,ABIDE2_TRI
18.75,ABIDE2_TRI
16,ABIDE2_TRI
13.5,ABIDE2_TRI
19.5,ABIDE2_TRI
18.75,ABIDE2_TRI
19,ABIDE2_TRI
6.664,ABIDE2_NYU
5.9,ABIDE2_NYU
7.958,ABIDE2_NYU
9.231,ABIDE2_NYU
5.907,ABIDE2_NYU
8.164,ABIDE2_NYU
8.887,ABIDE2_NYU
7.604,ABIDE2_NYU
10.862,ABIDE2_NYU
9.033,ABIDE2_NYU
6.363,ABIDE2_NYU
9.529,ABIDE2_NYU
7.24,ABIDE2_NYU
11.32,ABIDE2_NYU
10.68,ABIDE2_NYU
8.15,ABIDE2_NYU
23.81,ABIDE2_NYU
11.34,ABIDE2_NYU
8.57,ABIDE2_NYU
9,ABIDE2_NYU
11.2,ABIDE2_NYU
9.54,ABIDE2_NYU
11.09,ABIDE2_NYU
12.47,ABIDE2_NYU
12.9,ABIDE2_NYU
9.19,ABIDE2_NYU
9.48,ABIDE2_NYU
5.887,ABIDE2_NYU
7.109,ABIDE2_NYU
11.767,ABIDE2_KKI
10.444,ABIDE2_KKI
9.666,ABIDE2_KKI
10.551,ABIDE2_KKI
11.027,ABIDE2_KKI
9.734,ABIDE2_KKI
10.781,ABIDE2_KKI
11.668,ABIDE2_KKI
10.603,ABIDE2_KKI
9.578,ABIDE2_KKI
9.622,ABIDE2_KKI
9.121,ABIDE2_KKI
11.844,ABIDE2_KKI
9.058,ABIDE2_KKI
8.025,ABIDE2_KKI
9.751,ABIDE2_KKI
9.789,ABIDE2_KKI
8.619,ABIDE2_KKI
10.123,ABIDE2_KKI
10.967,ABIDE2_KKI
10.09,ABIDE2_KKI
10.088,ABIDE2_KKI
8.984,ABIDE2_KKI
9.619,ABIDE2_KKI
9.471,ABIDE2_KKI
12.874,ABIDE2_KKI
9.392,ABIDE2_KKI
11.09,ABIDE2_KKI
9.022,ABIDE2_KKI
10.688,ABIDE2_KKI
12.899,ABIDE2_KKI
11.096,ABIDE2_KKI
10.088,ABIDE2_KKI
11.729,ABIDE2_KKI
11.66,ABIDE2_KKI
10.729,ABIDE2_KKI
9.118,ABIDE2_KKI
10.805,ABIDE2_KKI
8.115,ABIDE2_KKI
9.641,ABIDE2_KKI
11.148,ABIDE2_KKI
12.362,ABIDE2_KKI
10.825,ABIDE2_KKI
8.907,ABIDE2_KKI
8.332,ABIDE2_KKI
10.296,ABIDE2_KKI
9.745,ABIDE2_KKI
8.921,ABIDE2_KKI
11.027,ABIDE2_KKI
12.66,ABIDE2_KKI
9.375,ABIDE2_KKI
10.63,ABIDE2_KKI
11.244,ABIDE2_KKI
9.734,ABIDE2_KKI
9.405,ABIDE2_KKI
9.819,ABIDE2_KKI
9.296,ABIDE2_KKI
11.852,ABIDE2_KKI
11.729,ABIDE2_KKI
12.764,ABIDE2_KKI
10.4,ABIDE2_KKI
11.447,ABIDE2_KKI
9.31,ABIDE2_KKI
10.444,ABIDE2_KKI
11.444,ABIDE2_KKI
8.827,ABIDE2_KKI
12.37,ABIDE2_KKI
9.819,ABIDE2_KKI
12.164,ABIDE2_KKI
9.301,ABIDE2_KKI
12.304,ABIDE2_KKI
9.937,ABIDE2_KKI
9.652,ABIDE2_KKI
11.951,ABIDE2_KKI
12.164,ABIDE2_KKI
10.608,ABIDE2_KKI
10.353,ABIDE2_KKI
10.019,ABIDE2_KKI
10.542,ABIDE2_KKI
10.304,ABIDE2_KKI
8.068,ABIDE2_KKI
8.595,ABIDE2_KKI
8.178,ABIDE2_KKI
9.268,ABIDE2_KKI
11.299,ABIDE2_KKI
9.436,ABIDE2_KKI
10.677,ABIDE2_KKI
8.471,ABIDE2_KKI
10.197,ABIDE2_KKI
9.233,ABIDE2_KKI
11.216,ABIDE2_KKI
9.808,ABIDE2_KKI
9.742,ABIDE2_KKI
11.764,ABIDE2_KKI
10.414,ABIDE2_KKI
11.074,ABIDE2_KKI
8.855,ABIDE2_KKI
12.658,ABIDE2_KKI
11.025,ABIDE2_KKI
11.17,ABIDE2_KKI
12.666,ABIDE2_KKI
10.781,ABIDE2_KKI
11.159,ABIDE2_KKI
10.156,ABIDE2_KKI
11.016,ABIDE2_KKI
8.784,ABIDE2_KKI
11.337,ABIDE2_KKI
9.282,ABIDE2_KKI
11.811,ABIDE2_KKI
9.614,ABIDE2_KKI
10.014,ABIDE2_KKI
9.685,ABIDE2_KKI
9.167,ABIDE2_KKI
9.564,ABIDE2_KKI
11.041,ABIDE2_KKI
10.268,ABIDE2_KKI
10.055,ABIDE2_KKI
10.373,ABIDE2_KKI
11.529,ABIDE2_KKI
9.633,ABIDE2_KKI
10.373,ABIDE2_KKI
9.156,ABIDE2_KKI
9.575,ABIDE2_KKI
11.049,ABIDE2_KKI
12.427,ABIDE2_KKI
11.23,ABIDE2_KKI
9.43,ABIDE2_KKI
11.822,ABIDE2_KKI
10.797,ABIDE2_KKI
8.06,ABIDE2_KKI
9.208,ABIDE2_KKI
10.63,ABIDE2_KKI
10.11,ABIDE2_KKI
8.899,ABIDE2_KKI
12.66,ABIDE2_KKI
10.696,ABIDE2_KKI
11.658,ABIDE2_KKI
10.586,ABIDE2_KKI
9.633,ABIDE2_KKI
8.847,ABIDE2_KKI
34.823,ABIDE2_USM
18.582,ABIDE2_USM
27.381,ABIDE2_USM
13.55,ABIDE2_USM
30.705,ABIDE2_USM
18.552,ABIDE2_USM
22.179,ABIDE2_USM
28.824,ABIDE2_USM
22.056,ABIDE2_USM
27.411,ABIDE2_USM
36.145,ABIDE2_USM
11.789,ABIDE2_USM
23.291,ABIDE2_USM
32.624,ABIDE2_USM
11.496,ABIDE2_USM
22,ABIDE2_IU
23,ABIDE2_IU
37,ABIDE2_IU
22,ABIDE2_IU
22,ABIDE2_IU
21,ABIDE2_IU
22,ABIDE2_IU
21,ABIDE2_IU
19,ABIDE2_IU
21,ABIDE2_IU
25,ABIDE2_IU
20,ABIDE2_IU
34,ABIDE2_IU
20,ABIDE2_IU
26,ABIDE2_IU
20,ABIDE2_IU
25,ABIDE2_IU
24,ABIDE2_IU
9.083,ABIDE2_UCLA
9,ABIDE2_UCLA
8.583,ABIDE2_UCLA
7.765,ABIDE2_UCLA
8.583,ABIDE2_UCLA
9.25,ABIDE2_UCLA
8.083,ABIDE2_UCLA
8.333,ABIDE2_UCLA
12.97,ABIDE2_UCLA
14.09,ABIDE2_UCLA
13.864,ABIDE2_UCLA
11.507,ABIDE2_UCLA
8.851,ABIDE2_EMC
7.047,ABIDE2_EMC
10.119,ABIDE2_EMC
7.551,ABIDE2_EMC
9.374,ABIDE2_EMC
8.375,ABIDE2_EMC
8.277,ABIDE2_EMC
8.542,ABIDE2_EMC
6.686,ABIDE2_EMC
7.989,ABIDE2_EMC
8.192,ABIDE2_EMC
8.101,ABIDE2_EMC
8.153,ABIDE2_EMC
7.129,ABIDE2_EMC
13.167,ABIDE2_UCD
16.333,ABIDE2_UCD
16.333,ABIDE2_UCD
13.917,ABIDE2_UCD
17.167,ABIDE2_UCD
13.833,ABIDE2_UCD
17.167,ABIDE2_UCD
15.417,ABIDE2_UCD
15.583,ABIDE2_UCD
16.167,ABIDE2_UCD
12.25,ABIDE2_UCD
14.083,ABIDE2_UCD
13.583,ABIDE2_UCD
44,ABIDE2_BNI
25,ABIDE2_BNI
43,ABIDE2_BNI
13,ABIDE2_OHSU
9,ABIDE2_OHSU
11,ABIDE2_OHSU
8,ABIDE2_OHSU
13,ABIDE2_OHSU
11,ABIDE2_OHSU
10,ABIDE2_OHSU
11,ABIDE2_OHSU
8,ABIDE2_OHSU
10,ABIDE2_OHSU
12,ABIDE2_OHSU
10,ABIDE2_OHSU
14,ABIDE2_OHSU
10.753,ABIDE2_SU
11.909,ABIDE2_SU
11.17,ABIDE2_SU
12.578,ABIDE2_SU
11.2,ABIDE2_SU
8.597,ABIDE2_SU
13.192,ABIDE2_SU
11.444,ABIDE2_SU
9.638,ABIDE2_SU
9.772,ABIDE2_SU
11.876,ABIDE2_SU
10.556,ABIDE2_SU
12.326,ABIDE2_SU
11.323,ABIDE2_SU
12.649,ABIDE2_SU
12.041,ABIDE2_SU
9.063,ABIDE2_SU
10.72,ABIDE2_SU
9.175,ABIDE2_SU
9.783,ABIDE2_SU
10.348,ABIDE2_SU
14.2,ABIDE2_UM
12.9,ABIDE2_UM
10.2,ABIDE2_UM
9.1,ABIDE2_UM
9.5,ABIDE2_UM
12.4,ABIDE2_UM
10.1,ABIDE2_UM
11.3,ABIDE2_UM
7.6,ABIDE2_UM
14.57,ABIDE2_UPSML
19.23,ABIDE2_UPSML
15.98,ABIDE2_UPSML
16.97,ABIDE2_UPSML
13.96,ABIDE2_UPSML
17.51,ABIDE2_UPSML
16.1,ABIDE2_UPSML
14.44,ABIDE2_UPSML
14.92,ABIDE2_UCLAL
11.08,ABIDE1_UCLA1
13.58,ABIDE2_UCLAL
15.17,ABIDE2_UCLAL
15.92,ABIDE2_UCLAL
16.16,ABIDE2_UCLAL
16.76,ABIDE2_UCLAL
79.513,ADNI6
73.767,ADNI41
79.079,ADNI130
76.685,ADNI2
73.186,ADNI99
70.394,ADNI94
72.698,ADNI127
68.155,ADNI22
71.917,ADNI22
73.689,ADNI12
72.533,ADNI68
77.026,ADNI11
74.601,ADNI94
73.027,ADNI2
74.792,ADNI2
77.133,ADNI32
78.384,ADNI3
79.462,ADNI37
74.602,ADNI68
77.233,ADNI21
72.332,ADNI68
79.904,ADNI130
71.783,ADNI18
73.892,ADNI6
68.974,ADNI129
68.313,ADNI129
79.399,ADNI129
78.245,ADNI18
71.385,ADNI18
73.206,ADNI14
71.364,ADNI129
71.777,ADNI68
77.003,ADNI41
78.549,ADNI82
77.918,ADNI3
67.119,ADNI6
71.874,ADNI116
76.278,ADNI35
66.251,ADNI100
75.553,ADNI116
76.619,ADNI7
75.684,ADNI94
66.287,ADNI41
75.37,ADNI7
67.246,ADNI12
75.874,ADNI14
74.379,ADNI135
70.322,ADNI127
65.267,ADNI12
72.703,ADNI3
70.958,ADNI94
71.078,ADNI35
62.636,ADNI41
66.992,ADNI3
71.816,ADNI41
77.362,ADNI27
77.673,ADNI27
72.327,ADNI41
75.493,ADNI41
68.421,ADNI100
69.322,ADNI135
76.592,ADNI27
73.33,ADNI127
74.796,ADNI20
76.538,ADNI130
79.203,ADNI6
65.755,ADNI12
69.689,ADNI27
79.697,ADNI130
76.568,ADNI21
68.792,ADNI2
74.086,ADNI127
69.31,ADNI21
67.115,ADNI12
70.823,ADNI20
73.703,ADNI2
72.204,ADNI41
77.134,ADNI7
69.886,ADNI127
69.531,ADNI100
69.093,ADNI82
63.191,ADNI32
72,ADNI27
76.8,ADNI2
63.1,ADNI141
67.5,ADNI2
67.1,ADNI3
68.3,ADNI141
65.4,ADNI99
67.4,ADNI127
79.7,ADNI99
75.6,ADNI130
65.1,ADNI2
67.2,ADNI37
66.3,ADNI37
67,ADNI130
77.4,ADNI99
78.8,ADNI130
71.6,ADNI67
76,ADNI37
72.9,ADNI168
66.3,ADNI168
65.7,ADNI2
78.6,ADNI941
73.637,ADNI114
68.3,ADNI941
64.9,ADNI168
74,ADNI141
67.4,ADNI168
74,ADNI114
69.1,ADNI168
71.2,ADNI168
68.4,ADNI2
63.1,ADNI3
73.6,ADNI22
58.7,ADNI14
76.8,ADNI941
67.9,ADNI129
55.8,ADNI168
69.6,ADNI941
74.6,ADNI99
69.9,ADNI2
69,ADNI135
75.4,ADNI130
72.6,ADNI130
76.2,ADNI114
71,ADNI37
69.6,ADNI141
65.4,ADNI67
66.9,ADNI116
67.8,ADNI7
68.2,ADNI168
69.3,ADNI116
61.1,ADNI41
68.9,ADNI67
65,ADNI37
70.3,ADNI14
65.5,ADNI129
69.6,ADNI127
65.1,ADNI168
76.2,ADNI41
66.3,ADNI130
68.9,ADNI100
76,ADNI127
70.4,ADNI127
69.3,ADNI99
66,ADNI141
65.6,ADNI27
74.3,ADNI37
70.1,ADNI35
71.3,ADNI82
69.1,ADNI14
72.3,ADNI35
67.6,ADNI127
65.3,ADNI37
70.9,ADNI18
72.2,ADNI6
65.4,ADNI41
62,ADNI20
77.077,ADNI129
65.2,ADNI127
76.4,ADNI168
71.673,ADNI6
66.9,ADNI141
71.9,ADNI94
65.5,ADNI114
66.4,ADNI141
68.7,ADNI941
75.3,ADNI7
66.4,ADNI3
62,ADNI3
71.4,ADNI3
69,ADNI3
70.2,ADNI94
62,ADNI37
67.177,ADNI100
58.3,ADNI94
79.8,ADNI168
75.5,ADNI20
66.7,ADNI82
66.6,ADNI168
69.3,ADNI82
76.6,ADNI41
66.3,ADNI129
73.2,ADNI35
76.3,ADNI3
70.6,ADNI100
65.2,ADNI114
67.2,ADNI7
73.6,ADNI41
69.5,ADNI168
68.1,ADNI130
65.4,ADNI168
72.8,ADNI168
66.2,ADNI7
77.2,ADNI27
70.2,ADNI127
77.9,ADNI941
67,ADNI23
69.5,ADNI127
73.8,ADNI100
77.4,ADNI168
74.2,ADNI18
70.8,ADNI41
67.7,ADNI127
67.4,ADNI135
68.2,ADNI135
66.7,ADNI168
64.2,ADNI23
69.3,ADNI6
70.2,ADNI941
69,ADNI70
65.5,ADNI130
67.2,ADNI70
75.3,ADNI99
64,ADNI23
64.3,ADNI23
75.7,ADNI41
71.4,ADNI135
78.2,ADNI168
72.3,ADNI82
69.2,ADNI141
77.6,ADNI94
66.7,ADNI11
75.5,ADNI94
65.9,ADNI941
65.8,ADNI14
68.8,ADNI114
69.8,ADNI127
76.3,ADNI14
65.8,ADNI116
78.3,ADNI67
77.5,ADNI67
71,ADNI41
65.9,ADNI20
62.3,ADNI129
72.3,ADNI941
68,ADNI7
74.6,ADNI129
66,ADNI129
66.8,ADNI11
69.4,ADNI94
68.9,ADNI20
71.8,ADNI941
66.1,ADNI135
71.5,ADNI94
68.3,ADNI114
76.6,ADNI35
69.8,ADNI168
79.5,ADNI100
69.5,ADNI941
66.8,ADNI14
68.8,ADNI20
65.4,ADNI135
66.9,ADNI135
66.1,ADNI20
74.1,ADNI941
76.2,ADNI27
69.4,ADNI116
65.7,ADNI67
66.4,ADNI7
71.2,ADNI14
66.4,ADNI114
65.1,ADNI67
63.2,ADNI70
67,ADNI23
56.5,ADNI70
72.8,ADNI35
68.6,ADNI82
72.8,ADNI20
71.2,ADNI941
73.5,ADNI941
66.8,ADNI27
66.9,ADNI100
74.4,ADNI941
67.1,ADNI27
66.9,ADNI141
57.4,ADNI129
65.4,ADNI116
57,ADNI82
67.1,ADNI32
65.3,ADNI129
74.7,ADNI32
73.9,ADNI35
68.1,ADNI35
74.5,ADNI116
67.7,ADNI35
65,ADNI41
67.1,ADNI22
61,ADNI41
67.1,ADNI114
61.6,ADNI22
76.3,ADNI14
66.2,ADNI141
64.8,ADNI21
76.6,ADNI21
70,ADNI21
63.2,ADNI3
64.2,ADNI114
57.5,ADNI21
65.4,ADNI14
60.2,ADNI3
70.4,ADNI14
72.4,ADNI21
59.7,ADNI70
69.7,ADNI35
74.8,ADNI35
54.8,ADNI37
65.2,ADNI37
64.6,ADNI3
61.5,ADNI70
57.7,ADNI37
58.6,ADNI37
64.6,ADNI3
57.1,ADNI941
70,ADNI35
59.3,ADNI3
27,Age_ility
27,Age_ility
35,Age_ility
34,Age_ility
24,Age_ility
20,Age_ility
19,Age_ility
19,Age_ility
21,Age_ility
22,Age_ility
19,Age_ility
35,Age_ility
30,Age_ility
25,Age_ility
22,Age_ility
22,Age_ility
18,Age_ility
18,Age_ility
21,Age_ility
22,Age_ility
33,Age_ility
20,Age_ility
21,Age_ility
24,Age_ility
18,Age_ility
35,Age_ility
19,Age_ility
33,Age_ility
27,Age_ility
18,Age_ility
24,Age_ility
19,Age_ility
19,Age_ility
21,Age_ility
34,Age_ility
22,Age_ility
22,Age_ility
19,Age_ility
18,Age_ility
19,Age_ility
27,Age_ility
19,Age_ility
35,Age_ility
22,Age_ility
23,Age_ility
21,Age_ility
34,Age_ility
21,Age_ility
19,Age_ility
19,Age_ility
20,Age_ility
18,Age_ility
20,Age_ility
20,Age_ility
32,Age_ility
22,Age_ility
19,Age_ility
21,Age_ility
18,Age_ility
25,Age_ility
18,Age_ility
17,Age_ility
18,Age_ility
24,Age_ility
21,Age_ility
22,Age_ility
20,Age_ility
16,Age_ility
18,Age_ility
15,Age_ility
15,Age_ility
16,Age_ility
17,Age_ility
24,Age_ility
15,Age_ility
16,Age_ility
18,Age_ility
18,Age_ility
19,Age_ility
21,Age_ility
20,Age_ility
18,Age_ility
20,Age_ility
22,Age_ility
18,Age_ility
18,Age_ility
18,Age_ility
21,Age_ility
29,Age_ility
18,Age_ility
19,Age_ility
20,Age_ility
15,Age_ility
16,Age_ility
16,Age_ility
30,Age_ility
23,Age_ility
33,Age_ility
16,Age_ility
25,Age_ility
25,Age_ility
15,Age_ility
27,Age_ility
24,Age_ility
22,Age_ility
23,Age_ility
17,Age_ility
17,Age_ility
15,Age_ility
15,Age_ility
16,Age_ility
32,Age_ility
1.25,BCP
2.083,BCP
1.75,BCP
1.167,BCP
2,BCP
2,BCP
1.583,BCP
2,BCP
1.25,BCP
1.75,BCP
1.417,BCP
2.583,BCP
2.833,BCP
1.5,BCP
1.667,BCP
1.667,BCP
2.167,BCP
1.167,BCP
2,BCP
1.083,BCP
1.25,BCP
2,BCP
1.083,BCP
2.833,BCP
0.417,BCP
2,BCP
2,BCP
1.75,BCP
0.417,BCP
2,BCP
3,BCP
1.583,BCP
1.5,BCP
1.333,BCP
2,BCP
0,BCP
1.333,BCP
1.417,BCP
1.5,BCP
0.667,BCP
1.667,BCP
1.083,BCP
1.25,BCP
1.583,BCP
2,BCP
1.25,BCP
2.833,BCP
1.5,BCP
0.917,BCP
0.75,BCP
2,BCP
2,BCP
2.833,BCP
2.083,BCP
0,BCP
1.083,BCP
1.917,BCP
0.083,BCP
1.583,BCP
0.167,BCP
1,BCP
1.917,BCP
0.417,BCP
0.75,BCP
1,BCP
2,BCP
1,BCP
1.25,BCP
2.667,BCP
0.25,BCP
0.5,BCP
1.25,BCP
1.25,BCP
1.083,BCP
1.417,BCP
2,BCP
1.25,BCP
0.833,BCP
2.083,BCP
2,BCP
2,BCP
0.583,BCP
1.333,BCP
0.833,BCP
1.667,BCP
2,BCP
1.917,BCP
0.417,BCP
1.083,BCP
1.5,BCP
2.167,BCP
1.25,BCP
2,BCP
2,BCP
1.833,BCP
1.167,BCP
1.25,BCP
1.833,BCP
1.417,BCP
1.833,BCP
1.833,BCP
0.833,BCP
1,BCP
2.833,BCP
1.167,BCP
2.833,BCP
1.25,BCP
1.667,BCP
1.25,BCP
3,BCP
0.083,BCP
1,BCP
2.167,BCP
2.75,BCP
1.417,BCP
1.25,BCP
1,BCP
0.167,BCP
1.25,BCP
2.167,BCP
1,BCP
0.083,BCP
0.917,BCP
1.417,BCP
0.333,BCP
1.25,BCP
0.25,BCP
1.083,BCP
2,BCP
0.5,BCP
1.5,BCP
2.083,BCP
0.083,BCP
1.833,BCP
0.167,BCP
0.25,BCP
0.083,BCP
1.25,BCP
1.5,BCP
1.167,BCP
0.5,BCP
1.083,BCP
1.833,BCP
1.417,BCP
0.083,BCP
0.25,BCP
2,BCP
0.833,BCP
2.083,BCP
1.083,BCP
0,BCP
2,BCP
0.417,BCP
0,BCP
2,BCP
2,BCP
2,BCP
2,BCP
0.5,BCP
1.417,BCP
1,BCP
1.583,BCP
1.083,BCP
2.417,BCP
2,BCP
1.833,BCP
2.667,BCP
0.5,BCP
0.083,BCP
0.75,BCP
0.917,BCP
1.5,BCP
2.333,BCP
1.417,BCP
1.833,BCP
0.167,BCP
1.333,BCP
2,BCP
0.75,BCP
2,BCP
2,BCP
0.833,BCP
0.167,BCP
1,BCP
2,BCP
0.333,BCP
1.583,BCP
1.083,BCP
1.417,BCP
1,BCP
0.167,BCP
0.083,BCP
2.25,BCP
0.417,BCP
0.917,BCP
0.417,BCP
1.167,BCP
0.417,BCP
1.333,BCP
1.25,BCP
4.083,BCP
4,BCP
3.167,BCP
5,BCP
4.333,BCP
5.75,BCP
3.917,BCP
6,BCP
4.333,BCP
4.417,BCP
4.583,BCP
3.083,BCP
4.083,BCP
3.667,BCP
5.333,BCP
3.083,BCP
4.667,BCP
3.917,BCP
4.583,BCP
4.667,BCP
4.333,BCP
3.5,BCP
4.333,BCP
5.333,BCP
25,BGSP
23,BGSP
19,BGSP
27,BGSP
21,BGSP
19,BGSP
23,BGSP
21,BGSP
19,BGSP
21,BGSP
23,BGSP
19,BGSP
33,BGSP
21,BGSP
23,BGSP
21,BGSP
25,BGSP
25,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
19,BGSP
29,BGSP
23,BGSP
21,BGSP
23,BGSP
21,BGSP
27,BGSP
23,BGSP
31,BGSP
23,BGSP
21,BGSP
21,BGSP
19,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
23,BGSP
19,BGSP
19,BGSP
29,BGSP
21,BGSP
19,BGSP
23,BGSP
21,BGSP
21,BGSP
33,BGSP
21,BGSP
21,BGSP
19,BGSP
21,BGSP
21,BGSP
23,BGSP
21,BGSP
21,BGSP
21,BGSP
21,BGSP
19,BGSP
27,BGSP
23,BGSP
21,BGSP
19,BGSP
31,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
21,BGSP
21,BGSP
25,BGSP
25,BGSP
21,BGSP
23,BGSP
29,BGSP
23,BGSP
19,BGSP
21,BGSP
21,BGSP
21,BGSP
21,BGSP
19,BGSP
19,BGSP
21,BGSP
23,BGSP
19,BGSP
19,BGSP
23,BGSP
33,BGSP
19,BGSP
19,BGSP
23,BGSP
19,BGSP
21,BGSP
19,BGSP
19,BGSP
19,BGSP
21,BGSP
21,BGSP
